SYSTEM,WATERWAY,SITE,TRANSECT,SUB_TRANS,METRES,METRES_RANGE,SPECIES,RECRUIT_ORIGIN,RECRUIT_COUNT,DATE,SURVEY,Notes
Campaspe,Campaspe,English,9,G,6,6 to 7,Lolium spp.,Exotic,50_100,10/09/2019,10,
Campaspe,Campaspe,English,9,G,6,6 to 7,Ehrharta longiflora,Exotic,5,10/09/2019,10,
Campaspe,Campaspe,English,9,H,7,7 to 8,Lolium spp.,Exotic,100+,10/09/2019,10,
Campaspe,Campaspe,English,9,H,7,7 to 8,Arctotheca calendula,Exotic,2,10/09/2019,10,
Campaspe,Campaspe,English,9,I,8,8 to 9,Lolium spp.,Exotic,50_100,10/09/2019,10,
Campaspe,Campaspe,English,9,I,8,8 to 9,Ehrharta longiflora,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,9,J,9,9 to 10,Nil,NA,0,10/09/2019,10,
Campaspe,Campaspe,English,9,K,10,10 to 11,Nil,NA,0,10/09/2019,10,
Campaspe,Campaspe,English,10,W,-1, -1 to 0,Persicaria hydropiper,native,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,W,-1, -1 to 0,Lachnagrostis filiformis s.l.,native,2,10/09/2019,10,
Campaspe,Campaspe,English,10,W,-1, -1 to 0,Cyperus eragrostis,Exotic,1,10/09/2019,10,
Campaspe,Campaspe,English,10,A,0,0 to 1,Lachnagrostis filiformis s.l.,native,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,A,0,0 to 1,Cyperus eragrostis,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,A,0,0 to 1,Persicaria hydropiper,native,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,A,0,0 to 1,Sonchus spp.,Exotic,1,10/09/2019,10,
Campaspe,Campaspe,English,10,B,1,1 to 2,Lachnagrostis filiformis s.l.,native,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,B,1,1 to 2,Sonchus spp.,Exotic,7,10/09/2019,10,
Campaspe,Campaspe,English,10,B,1,1 to 2,Cyperus eragrostis,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,B,1,1 to 2,Lolium spp.,Exotic,6,10/09/2019,10,
Campaspe,Campaspe,English,10,B,1,1 to 2,Medicago spp.,Exotic,2,10/09/2019,10,
Campaspe,Campaspe,English,10,B,1,1 to 2,Persicaria hydropiper,native,3,10/09/2019,10,
Campaspe,Campaspe,English,10,C,2,2 to 3,Lachnagrostis filiformis s.l.,native,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,C,2,2 to 3,Cyperus eragrostis,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,C,2,2 to 3,Sonchus spp.,Exotic,7,10/09/2019,10,
Campaspe,Campaspe,English,10,C,2,2 to 3,Lolium spp.,Exotic,3,10/09/2019,10,
Campaspe,Campaspe,English,10,C,2,2 to 3,Persicaria hydropiper,native,4,10/09/2019,10,
Campaspe,Campaspe,English,10,C,2,2 to 3,Medicago spp.,Exotic,1,10/09/2019,10,
Campaspe,Campaspe,English,10,D,3,3 to 4,Lachnagrostis filiformis s.l.,native,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,D,3,3 to 4,Lolium spp.,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,D,3,3 to 4,Cyperus eragrostis,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,D,3,3 to 4,Persicaria hydropiper,native,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,D,3,3 to 4,Crassula helmsii,native,2,10/09/2019,10,
Campaspe,Campaspe,English,10,D,3,3 to 4,Medicago spp.,Exotic,4,10/09/2019,10,
Campaspe,Campaspe,English,10,D,3,3 to 4,Sonchus spp.,Exotic,3,10/09/2019,10,
Campaspe,Campaspe,English,10,E,4,4 to 5,Lachnagrostis filiformis s.l.,native,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,E,4,4 to 5,Epilobium billardierianum subsp. billardierianum,native,8,10/09/2019,10,
Campaspe,Campaspe,English,10,E,4,4 to 5,Sonchus spp.,Exotic,2,10/09/2019,10,
Campaspe,Campaspe,English,10,E,4,4 to 5,Medicago spp.,Exotic,5,10/09/2019,10,
Campaspe,Campaspe,English,10,E,4,4 to 5,Lolium spp.,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,E,4,4 to 5,Cyperus eragrostis,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,F,5,5 to 6,Lolium spp.,Exotic,50_100,10/09/2019,10,
Campaspe,Campaspe,English,10,F,5,5 to 6,Poa annua,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,F,5,5 to 6,Medicago spp.,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,F,5,5 to 6,Sonchus spp.,Exotic,2,10/09/2019,10,
Campaspe,Campaspe,English,10,F,5,5 to 6,Lachnagrostis filiformis s.l.,native,6,10/09/2019,10,
Campaspe,Campaspe,English,10,F,5,5 to 6,Eucalyptus camaldulensis subsp. camaldulensis,native,1,10/09/2019,10,
Campaspe,Campaspe,English,10,F,5,5 to 6,Persicaria hydropiper,native,2,10/09/2019,10,
Campaspe,Campaspe,English,10,G,6,6 to 7,Lolium spp.,Exotic,100+,10/09/2019,10,
Campaspe,Campaspe,English,10,G,6,6 to 7,Sonchus spp.,Exotic,4,10/09/2019,10,
Campaspe,Campaspe,English,10,G,6,6 to 7,Medicago spp.,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,G,6,6 to 7,Hypochaeris radicata,Exotic,1,10/09/2019,10,
Campaspe,Campaspe,English,10,G,6,6 to 7,Poa annua,Exotic,3,10/09/2019,10,
Campaspe,Campaspe,English,10,H,7,7 to 8,Not surveyed,NA,NA,10/09/2019,10,
Campaspe,Campaspe,English,10,I,8,8 to 9,Vulpia spp.,Exotic,100+,10/09/2019,10,
Campaspe,Campaspe,English,10,I,8,8 to 9,Bromus diandrus,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,I,8,8 to 9,Ehrharta longiflora,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,I,8,8 to 9,Lolium spp.,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,I,8,8 to 9,Sonchus spp.,Exotic,1,10/09/2019,10,
Campaspe,Campaspe,English,10,I,8,8 to 9,Medicago spp.,Exotic,4,10/09/2019,10,
Campaspe,Campaspe,English,10,J,9,9 to 10,Not surveyed,NA,NA,10/09/2019,10,
Campaspe,Campaspe,English,10,K,10,10 to 11,Vulpia spp.,Exotic,100+,10/09/2019,10,
Campaspe,Campaspe,English,10,K,10,10 to 11,Bromus diandrus,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,K,10,10 to 11,Lolium spp.,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,K,10,10 to 11,Ehrharta longiflora,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,K,10,10 to 11,Medicago spp.,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,K,10,10 to 11,Arctotheca calendula,Exotic,1,10/09/2019,10,
Campaspe,Campaspe,English,10,K,10,10 to 11,Sonchus spp.,Exotic,1,10/09/2019,10,
Campaspe,Campaspe,English,10,L,11,11 to 12,Not surveyed,NA,NA,10/09/2019,10,
Campaspe,Campaspe,English,10,M,12,12 to 13,Lolium spp.,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,M,12,12 to 13,Vulpia spp.,Exotic,100+,10/09/2019,10,
Campaspe,Campaspe,English,10,M,12,12 to 13,Bromus diandrus,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,M,12,12 to 13,Ehrharta longiflora,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,M,12,12 to 13,Arctotheca calendula,Exotic,1,10/09/2019,10,
Campaspe,Campaspe,English,10,O,13,13 to 14,Not surveyed,NA,NA,10/09/2019,10,
Campaspe,Campaspe,English,10,P,14,14 to 15,Vulpia spp.,Exotic,50_100,10/09/2019,10,
Campaspe,Campaspe,English,10,P,14,14 to 15,Lolium spp.,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,P,14,14 to 15,Ehrharta longiflora,Exotic,50_100,10/09/2019,10,
Campaspe,Campaspe,English,10,P,14,14 to 15,Bromus catharticus,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,Q,15,15 to 16,Not surveyed,NA,NA,10/09/2019,10,
Campaspe,Campaspe,English,10,R,16,16 to 17,Bromus catharticus,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,R,16,16 to 17,Lolium spp.,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,R,16,16 to 17,Ehrharta longiflora,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,R,16,16 to 17,Trifolium spp.,Exotic,1,10/09/2019,10,
Campaspe,Campaspe,English,10,S,17,17 to 18,Not surveyed,NA,NA,10/09/2019,10,
Campaspe,Campaspe,English,10,T,18,18 to 19,Ehrharta longiflora,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,T,18,18 to 19,Lolium spp.,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,U,19,19 to 20,Not surveyed,NA,NA,10/09/2019,10,
Campaspe,Campaspe,English,10,V,20,20 to 21,Ehrharta longiflora,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,V,20,20 to 21,Arctotheca calendula,Exotic,10_50,10/09/2019,10,
Campaspe,Campaspe,English,10,V,20,20 to 21,Sonchus spp.,Exotic,3,10/09/2019,10,
Campaspe,Campaspe,Doaks,1,W,-1, -1 to 0,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,1,A,0,0 to 1,Cirsium vulgare,Exotic,1,2/12/2019,11,
Campaspe,Campaspe,Doaks,1,B,1,1 to 2,Sonchus spp.,Exotic,2,2/12/2019,11,
Campaspe,Campaspe,Doaks,1,B,1,1 to 2,Marrubium vulgare,Exotic,1,2/12/2019,11,
Campaspe,Campaspe,Doaks,1,C,2,2 to 3,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,1,D,3,3 to 4,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,1,E,4,4 to 5,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,2,W,-1, -1 to 0,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,2,A,0,0 to 1,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,2,B,1,1 to 2,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,2,C,2,2 to 3,Sonchus spp.,Exotic,6,2/12/2019,11,
Campaspe,Campaspe,Doaks,2,C,2,2 to 3,Cirsium vulgare,Exotic,2,2/12/2019,11,
Campaspe,Campaspe,Doaks,2,D,3,3 to 4,Sonchus spp.,Exotic,3,2/12/2019,11,
Campaspe,Campaspe,Doaks,2,D,3,3 to 4,Lepidium africanum,Exotic,1,2/12/2019,11,
Campaspe,Campaspe,Doaks,3,W,-1, -1 to 0,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,3,A,0,0 to 1,Cyperus eragrostis,Exotic,20,2/12/2019,11,
Campaspe,Campaspe,Doaks,3,B,1,1 to 2,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,3,C,2,2 to 3,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,3,D,3,3 to 4,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,3,E,4,4 to 5,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,4,W,-1, -1 to 0,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,4,A,0,0 to 1,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,4,B,1,1 to 2,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,4,C,2,2 to 3,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,4,D,3,3 to 4,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,4,E,4,4 to 5,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,4,F,5,5 to 6,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,4,G,6,6 to 7,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,5,W,-1, -1 to 0,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,5,A,0,0 to 1,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,5,B,1,1 to 2,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,5,C,2,2 to 3,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,5,D,3,3 to 4,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,5,E,4,4 to 5,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,5,F,5,5 to 6,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,5,G,6,6 to 7,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,6,W,-1, -1 to 0,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,6,A,0,0 to 1,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,6,B,1,1 to 2,Persicaria hydropiper,native,50_100,2/12/2019,11,
Campaspe,Campaspe,Doaks,6,C,2,2 to 3,Epilobium billardierianum subsp. billardierianum,native,1,2/12/2019,11,
Campaspe,Campaspe,Doaks,6,C,2,2 to 3,Cyperus eragrostis,Exotic,5,2/12/2019,11,
Campaspe,Campaspe,Doaks,6,C,2,2 to 3,Persicaria hydropiper,native,50_100,2/12/2019,11,
Campaspe,Campaspe,Doaks,6,D,3,3 to 4,Persicaria hydropiper,native,50_100,2/12/2019,11,
Campaspe,Campaspe,Doaks,6,E,4,4 to 5,Persicaria hydropiper,native,100+,2/12/2019,11,
Campaspe,Campaspe,Doaks,6,F,5,5 to 6,Persicaria hydropiper,native,10,2/12/2019,11,
Campaspe,Campaspe,Doaks,6,F,5,5 to 6,Lythrum hyssopifolia,native,1,2/12/2019,11,
Campaspe,Campaspe,Doaks,6,F,5,5 to 6,Polygonum aviculare,Exotic,2,2/12/2019,11,
Campaspe,Campaspe,Doaks,6,G,6,6 to 7,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,6,H,7,7 to 8,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,W,-1, -1 to 0,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,A,0,0 to 1,Persicaria hydropiper,native,10_50,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,B,1,1 to 2,Persicaria hydropiper,native,2,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,C,2,2 to 3,Sonchus spp.,Exotic,1,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,C,2,2 to 3,Persicaria hydropiper,native,1,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,D,3,3 to 4,Persicaria hydropiper,native,10_50,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,E,4,4 to 5,Persicaria hydropiper,native,10_50,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,F,5,5 to 6,Persicaria hydropiper,native,10_50,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,G,6,6 to 7,Persicaria hydropiper,native,4,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,G,6,6 to 7,Cyperus eragrostis,Exotic,10_50,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,H,7,7 to 8,Cyperus eragrostis,Exotic,10_50,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,H,7,7 to 8,Rumex spp.,native,3,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,H,7,7 to 8,Eucalyptus camaldulensis subsp. camaldulensis,native,1,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,H,7,7 to 8,Persicaria hydropiper,native,10_50,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,I,8,8 to 9,Persicaria hydropiper,native,50_100,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,I,8,8 to 9,Cyperus eragrostis,Exotic,10_50,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,I,8,8 to 9,Trifolium spp.,Exotic,1,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,I,8,8 to 9,Polygonum aviculare,Exotic,1,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,J,9,9 to 10,Persicaria hydropiper,native,3,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,K,10,10 to 11,Persicaria hydropiper,native,10_50,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,L,11,11 to 12,Persicaria hydropiper,native,6,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,M,12,12 to 13,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,7,O,13,13 to 14,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,8,W,-1, -1 to 0,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,8,A,0,0 to 1,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,8,B,1,1 to 2,Lactuca serriola,Exotic,1,2/12/2019,11,
Campaspe,Campaspe,Doaks,8,C,2,2 to 3,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,10,W,-1, -1 to 0,Dicot,Unknown,1,2/12/2019,11,
Campaspe,Campaspe,Doaks,10,A,0,0 to 1,Persicaria hydropiper,native,50_100,2/12/2019,11,
Campaspe,Campaspe,Doaks,10,B,1,1 to 2,Persicaria hydropiper,native,10_50,2/12/2019,11,
Campaspe,Campaspe,Doaks,10,B,1,1 to 2,Eucalyptus camaldulensis subsp. camaldulensis,native,1,2/12/2019,11,
Campaspe,Campaspe,Doaks,10,C,2,2 to 3,Persicaria hydropiper,native,5,2/12/2019,11,
Campaspe,Campaspe,Doaks,10,D,3,3 to 4,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,10,E,4,4 to 5,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,10,F,5,5 to 6,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,Doaks,9,W,-1, -1 to 0,Cyperus eragrostis,Exotic,1,2/12/2019,11,
Campaspe,Campaspe,Doaks,9,W,-1, -1 to 0,Persicaria hydropiper,native,1,2/12/2019,11,
Campaspe,Campaspe,Doaks,9,A,0,0 to 1,Persicaria hydropiper,native,50_100,2/12/2019,11,
Campaspe,Campaspe,Doaks,9,A,0,0 to 1,Eucalyptus camaldulensis subsp. camaldulensis,native,4,2/12/2019,11,
Campaspe,Campaspe,Doaks,9,B,1,1 to 2,Eucalyptus camaldulensis subsp. camaldulensis,native,6,2/12/2019,11,
Campaspe,Campaspe,Doaks,9,B,1,1 to 2,Persicaria hydropiper,native,10,2/12/2019,11,
Campaspe,Campaspe,Doaks,9,C,2,2 to 3,Persicaria hydropiper,native,50_100,2/12/2019,11,
Campaspe,Campaspe,Doaks,9,C,2,2 to 3,Eucalyptus camaldulensis subsp. camaldulensis,native,3,2/12/2019,11,
Campaspe,Campaspe,Doaks,9,C,2,2 to 3,Cyperus eragrostis,Exotic,10,2/12/2019,11,
Campaspe,Campaspe,Doaks,9,D,3,3 to 4,Persicaria hydropiper,native,100+,2/12/2019,11,
Campaspe,Campaspe,Doaks,9,D,3,3 to 4,Rumex conglomeratus,Exotic,2,2/12/2019,11,
Campaspe,Campaspe,Doaks,9,D,3,3 to 4,Cyperus eragrostis,Exotic,3,2/12/2019,11,
Campaspe,Campaspe,Doaks,9,E,4,4 to 5,Rumex conglomeratus,Exotic,2,2/12/2019,11,
Campaspe,Campaspe,Doaks,9,E,4,4 to 5,Cyperus eragrostis,Exotic,1,2/12/2019,11,
Campaspe,Campaspe,Doaks,9,F,5,5 to 6,Persicaria hydropiper,native,7,2/12/2019,11,
Campaspe,Campaspe,Doaks,9,G,6,6 to 7,Nil,NA,0,2/12/2019,11,
Campaspe,Campaspe,English,1,W,-1, -1 to 0,Crassula helmsii,native,2,3/12/2019,11,
Campaspe,Campaspe,English,1,W,-1, -1 to 0,Persicaria decipiens,native,5,3/12/2019,11,
Campaspe,Campaspe,English,1,A,0,0 to 1,Symphyotrichum subulatum,Exotic,1,3/12/2019,11,
Campaspe,Campaspe,English,1,A,0,0 to 1,Unidentified grass,Unknown,1,3/12/2019,11,
Campaspe,Campaspe,English,1,B,1,1 to 2,Symphyotrichum subulatum,Exotic,50_100,3/12/2019,11,
Campaspe,Campaspe,English,1,B,1,1 to 2,Unidentified grass,Unknown,50_100,3/12/2019,11,
Campaspe,Campaspe,English,1,C,2,2 to 3,Symphyotrichum subulatum,Exotic,50_100,3/12/2019,11,
Campaspe,Campaspe,English,1,C,2,2 to 3,Unidentified grass,Unknown,15,3/12/2019,11,
Campaspe,Campaspe,English,1,D,3,3 to 4,Symphyotrichum subulatum,Exotic,50_100,3/12/2019,11,
Campaspe,Campaspe,English,1,D,3,3 to 4,Unidentified grass,Unknown,50_100,3/12/2019,11,
Campaspe,Campaspe,English,1,E,4,4 to 5,Symphyotrichum subulatum,Exotic,10,3/12/2019,11,
Campaspe,Campaspe,English,1,E,4,4 to 5,Persicaria decipiens,native,5,3/12/2019,11,
Campaspe,Campaspe,English,1,E,4,4 to 5,Sonchus spp.,Exotic,3,3/12/2019,11,
Campaspe,Campaspe,English,1,E,4,4 to 5,Hypochaeris radicata,Exotic,1,3/12/2019,11,
Campaspe,Campaspe,English,1,F,5,5 to 6,Persicaria decipiens,native,11,3/12/2019,11,
Campaspe,Campaspe,English,1,F,5,5 to 6,Unidentified grass,Unknown,25,3/12/2019,11,
Campaspe,Campaspe,English,1,G,6,6 to 7,Persicaria decipiens,native,4,3/12/2019,11,
Campaspe,Campaspe,English,1,G,6,6 to 7,Unidentified grass,Unknown,25,3/12/2019,11,
Campaspe,Campaspe,English,1,H,7,7 to 8,Unidentified grass,Unknown,50_100,3/12/2019,11,
Campaspe,Campaspe,English,1,H,7,7 to 8,Persicaria decipiens,native,2,3/12/2019,11,
Campaspe,Campaspe,English,1,I,8,8 to 9,Unidentified grass,Unknown,10,3/12/2019,11,
Campaspe,Campaspe,English,1,J,9,9 to 10,Hypochaeris radicata,Exotic,1,3/12/2019,11,
Campaspe,Campaspe,English,1,J,9,9 to 10,Unidentified grass,Unknown,10,3/12/2019,11,
Campaspe,Campaspe,English,2,W,-1, -1 to 0,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,2,A,0,0 to 1,Persicaria hydropiper,native,3,3/12/2019,11,
Campaspe,Campaspe,English,2,B,1,1 to 2,Cyperus eragrostis,Exotic,2,3/12/2019,11,
Campaspe,Campaspe,English,2,B,1,1 to 2,Lachnagrostis filiformis s.l.,native,6,3/12/2019,11,
Campaspe,Campaspe,English,2,C,2,2 to 3,Lachnagrostis filiformis s.l.,native,10_50,3/12/2019,11,
Campaspe,Campaspe,English,2,D,3,3 to 4,Lachnagrostis filiformis s.l.,native,8,3/12/2019,11,
Campaspe,Campaspe,English,2,E,4,4 to 5,Sonchus oleraceus,Exotic,1,3/12/2019,11,
Campaspe,Campaspe,English,2,F,5,5 to 6,Sonchus oleraceus,Exotic,1,3/12/2019,11,
Campaspe,Campaspe,English,2,F,5,5 to 6,Rytidosperma spp.,native,4,3/12/2019,11,
Campaspe,Campaspe,English,3,W,-1, -1 to 0,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,3,A,0,0 to 1,Lachnagrostis filiformis s.l.,native,10_50,3/12/2019,11,
Campaspe,Campaspe,English,3,A,0,0 to 1,Persicaria hydropiper,native,4,3/12/2019,11,
Campaspe,Campaspe,English,3,A,0,0 to 1,Cyperus eragrostis,Exotic,2,3/12/2019,11,
Campaspe,Campaspe,English,3,B,1,1 to 2,Lachnagrostis filiformis s.l.,native,10_50,3/12/2019,11,
Campaspe,Campaspe,English,3,B,1,1 to 2,Cyperus eragrostis,Exotic,2,3/12/2019,11,
Campaspe,Campaspe,English,3,C,2,2 to 3,Lachnagrostis filiformis s.l.,native,5,3/12/2019,11,
Campaspe,Campaspe,English,3,D,3,3 to 4,Hypochaeris radicata,Exotic,2,3/12/2019,11,
Campaspe,Campaspe,English,4,W,-1, -1 to 0,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,4,A,0,0 to 1,Unidentified grass,Unknown,10_50,3/12/2019,11,
Campaspe,Campaspe,English,4,A,0,0 to 1,Juncus spp.,native,10,3/12/2019,11,
Campaspe,Campaspe,English,4,A,0,0 to 1,Sonchus spp.,Exotic,2,3/12/2019,11,
Campaspe,Campaspe,English,4,A,0,0 to 1,Dicot,Unknown,6,3/12/2019,11,PHOTO ON BRYANS PHONE
Campaspe,Campaspe,English,4,B,1,1 to 2,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,4,C,2,2 to 3,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,4,D,3,3 to 4,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,4,E,4,4 to 5,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,4,F,5,5 to 6,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,4,G,6,6 to 7,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,4,H,7,7 to 8,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,4,I,8,8 to 9,Sonchus oleraceus,Exotic,2,3/12/2019,11,
Campaspe,Campaspe,English,5,W,-1, -1 to 0,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,5,A,0,0 to 1,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,5,B,1,1 to 2,Paspalum dilatatum,Exotic,2,3/12/2019,11,
Campaspe,Campaspe,English,5,C,2,2 to 3,Paspalum dilatatum,Exotic,10_50,3/12/2019,11,
Campaspe,Campaspe,English,5,D,3,3 to 4,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,5,E,4,4 to 5,Rytidosperma spp.,native,2,3/12/2019,11,
Campaspe,Campaspe,English,5,F,5,5 to 6,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,5,G,6,6 to 7,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,6,W,-1, -1 to 0,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,6,A,0,0 to 1,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,6,B,1,1 to 2,Laphangium luteoalbum,native,1,3/12/2019,11,
Campaspe,Campaspe,English,6,C,2,2 to 3,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,6,D,3,3 to 4,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,6,E,4,4 to 5,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,6,F,5,5 to 6,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,6,G,6,6 to 7,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,6,H,7,7 to 8,Sonchus spp.,Exotic,1,3/12/2019,11,
Campaspe,Campaspe,English,6,I,8,8 to 9,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,6,J,9,9 to 10,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,6,K,10,10 to 11,Nil,NA,0,3/12/2019,11,
Campaspe,Campaspe,English,8,W,-1, -1 to 0,Nil,NA,0,3/12/2019,11,
