SYSTEM,WATERWAY,SITE,TRANSECT,SUB_TRANS,METRES,METRES_RANGE,SPECIES,RECRUIT_ORIGIN,RECRUIT_COUNT,DATE,SURVEY,Notes
Campaspe,Campaspe,English,6,A,0,0 to 1,Unidentified monocot,Unknown,10_50,29/08/2018,7,
Campaspe,Campaspe,English,6,B,1,1 to 2,Unidentified monocot,Unknown,10_50,29/08/2018,7,
Campaspe,Campaspe,English,6,B,1,1 to 2,Medicago polymorpha,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,6,C,2,2 to 3,Unidentified monocot,Unknown,50_100,29/08/2018,7,
Campaspe,Campaspe,English,6,C,2,2 to 3,Lolium rigidum,Exotic,10_50,29/08/2018,7,
Campaspe,Campaspe,English,6,D,3,3 to 4,Unidentified monocot,Unknown,50_100,29/08/2018,7,
Campaspe,Campaspe,English,6,D,3,3 to 4,Lolium rigidum,Exotic,10_50,29/08/2018,7,
Campaspe,Campaspe,English,6,E,4,4 to 5,Unidentified monocot,Unknown,10_50,29/08/2018,7,
Campaspe,Campaspe,English,6,F,5,5 to 6,Unidentified monocot,Unknown,10_50,29/08/2018,7,
Campaspe,Campaspe,English,6,G,6,6 to 7,Unidentified monocot,Unknown,10,29/08/2018,7,
Campaspe,Campaspe,English,6,H,7,7 to 8,Sonchus oleraceus,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,6,H,7,7 to 8,Lolium rigidum,Exotic,10,29/08/2018,7,
Campaspe,Campaspe,English,6,I,8,8 to 9,Cyperus eragrostis,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,6,I,8,8 to 9,Lolium rigidum,Exotic,10,29/08/2018,7,
Campaspe,Campaspe,English,6,J,9,9 to 10,Lolium rigidum,Exotic,10_50,29/08/2018,7,
Campaspe,Campaspe,English,6,K,10,10 to 11,bromus diandrus,Exotic,10_50,29/08/2018,7,
Campaspe,Campaspe,English,6,K,10,10 to 11,Lolium rigidum,Exotic,10,29/08/2018,7,
Campaspe,Campaspe,English,6,L,11,11 to 12,Lolium rigidum,Exotic,5,29/08/2018,7,
Campaspe,Campaspe,English,6,L,11,11 to 12,bromus diandrus,Exotic,5,29/08/2018,7,
Campaspe,Campaspe,English,8,W,-1, -1 to 0,Nil,NA,0,29/08/2018,7,
Campaspe,Campaspe,English,8,A,0,0 to 1,Persicaria spp.,native,7,29/08/2018,7,
Campaspe,Campaspe,English,8,A,0,0 to 1,Medicago polymorpha,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,8,B,1,1 to 2,Persicaria spp.,native,10_50,29/08/2018,7,
Campaspe,Campaspe,English,8,B,1,1 to 2,Unidentified monocot,Unknown,10_50,29/08/2018,7,
Campaspe,Campaspe,English,8,B,1,1 to 2,Eucalyptus camaldulensis subsp. camaldulensis,native,2,29/08/2018,7,
Campaspe,Campaspe,English,8,B,1,1 to 2,Lachnagrostis filiformis s.l.,native,5,29/08/2018,7,
Campaspe,Campaspe,English,8,B,1,1 to 2,Lolium rigidum,Exotic,3,29/08/2018,7,
Campaspe,Campaspe,English,8,C,2,2 to 3,Eucalyptus camaldulensis subsp. camaldulensis,native,2,29/08/2018,7,
Campaspe,Campaspe,English,8,C,2,2 to 3,Persicaria spp.,native,2,29/08/2018,7,
Campaspe,Campaspe,English,8,C,2,2 to 3,Unidentified monocot,Unknown,10_50,29/08/2018,7,
Campaspe,Campaspe,English,8,C,2,2 to 3,Poa annua,Exotic,3,29/08/2018,7,
Campaspe,Campaspe,English,8,C,2,2 to 3,Helichrysum luteoalbum,native,2,29/08/2018,7,
Campaspe,Campaspe,English,8,D,3,3 to 4,Lachnagrostis filiformis s.l.,native,4,29/08/2018,7,
Campaspe,Campaspe,English,8,D,3,3 to 4,Persicaria spp.,native,1,29/08/2018,7,
Campaspe,Campaspe,English,8,D,3,3 to 4,Poa annua,Exotic,4,29/08/2018,7,
Campaspe,Campaspe,English,8,D,3,3 to 4,Unidentified monocot,Unknown,8,29/08/2018,7,
Campaspe,Campaspe,English,8,E,4,4 to 5,Eucalyptus camaldulensis subsp. camaldulensis,native,6,29/08/2018,7,
Campaspe,Campaspe,English,8,E,4,4 to 5,Helichrysum luteoalbum,native,1,29/08/2018,7,
Campaspe,Campaspe,English,8,E,4,4 to 5,Unidentified monocot,Unknown,10_50,29/08/2018,7,
Campaspe,Campaspe,English,8,E,4,4 to 5,Persicaria spp.,native,1,29/08/2018,7,
Campaspe,Campaspe,English,8,F,5,5 to 6,Poa annua,Exotic,2,29/08/2018,7,
Campaspe,Campaspe,English,8,F,5,5 to 6,Eucalyptus camaldulensis subsp. camaldulensis,native,2,29/08/2018,7,
Campaspe,Campaspe,English,8,F,5,5 to 6,Lolium rigidum,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,8,F,5,5 to 6,Medicago polymorpha,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,8,G,6,6 to 7,Medicago polymorpha,Exotic,4,29/08/2018,7,
Campaspe,Campaspe,English,8,G,6,6 to 7,Lolium rigidum,Exotic,3,29/08/2018,7,
Campaspe,Campaspe,English,8,G,6,6 to 7,bromus diandrus,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,8,H,7,7 to 8,Arctotheca calendula,Exotic,4,29/08/2018,7,
Campaspe,Campaspe,English,8,H,7,7 to 8,bromus diandrus,Exotic,4,29/08/2018,7,
Campaspe,Campaspe,English,8,H,7,7 to 8,Lolium rigidum,Exotic,10_50,29/08/2018,7,
Campaspe,Campaspe,English,8,H,7,7 to 8,Medicago polymorpha,Exotic,3,29/08/2018,7,
Campaspe,Campaspe,English,8,H,7,7 to 8,Poa annua,Exotic,2,29/08/2018,7,
Campaspe,Campaspe,English,8,I,8,8 to 9,Arctotheca calendula,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,8,I,8,8 to 9,bromus diandrus,Exotic,2,29/08/2018,7,
Campaspe,Campaspe,English,8,I,8,8 to 9,Lolium rigidum,Exotic,10_50,29/08/2018,7,
Campaspe,Campaspe,English,8,I,8,8 to 9,Medicago polymorpha,Exotic,3,29/08/2018,7,
Campaspe,Campaspe,English,8B,W,-1, -1 to 0,Persicaria spp.,native,10_50,29/08/2018,7,
Campaspe,Campaspe,English,8B,W,-1, -1 to 0,Epilobium billardierianum subsp. billardierianum,native,10_50,29/08/2018,7,
Campaspe,Campaspe,English,8B,A,0,0 to 1,Eucalyptus camaldulensis subsp. camaldulensis,native,5,29/08/2018,7,
Campaspe,Campaspe,English,8B,A,0,0 to 1,Persicaria spp.,native,10_50,29/08/2018,7,
Campaspe,Campaspe,English,8B,A,0,0 to 1,Lachnagrostis filiformis s.l.,native,1,29/08/2018,7,
Campaspe,Campaspe,English,8B,A,0,0 to 1,Unidentified monocot,Unknown,8,29/08/2018,7,
Campaspe,Campaspe,English,8B,B,1,1 to 2,Eucalyptus camaldulensis subsp. camaldulensis,native,5,29/08/2018,7,
Campaspe,Campaspe,English,8B,B,1,1 to 2,Persicaria spp.,native,3,29/08/2018,7,
Campaspe,Campaspe,English,8B,B,1,1 to 2,Symphyotrichum subulatum,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,8B,B,1,1 to 2,Juncus usitatus,native,10_50,29/08/2018,7,
Campaspe,Campaspe,English,8B,C,2,2 to 3,Juncus usitatus,native,10_50,29/08/2018,7,
Campaspe,Campaspe,English,8B,C,2,2 to 3,Poa annua,Exotic,4,29/08/2018,7,
Campaspe,Campaspe,English,8B,C,2,2 to 3,Cyperus eragrostis,Exotic,4,29/08/2018,7,
Campaspe,Campaspe,English,8B,C,2,2 to 3,Eucalyptus camaldulensis subsp. camaldulensis,native,9,29/08/2018,7,
Campaspe,Campaspe,English,8B,C,2,2 to 3,Symphyotrichum subulatum,Exotic,3,29/08/2018,7,
Campaspe,Campaspe,English,8B,D,3,3 to 4,Symphyotrichum subulatum,Exotic,2,29/08/2018,7,
Campaspe,Campaspe,English,8B,D,3,3 to 4,Eucalyptus camaldulensis subsp. camaldulensis,native,2,29/08/2018,7,
Campaspe,Campaspe,English,8B,D,3,3 to 4,Lachnagrostis filiformis s.l.,native,1,29/08/2018,7,
Campaspe,Campaspe,English,8B,D,3,3 to 4,Juncus usitatus,native,4,29/08/2018,7,
Campaspe,Campaspe,English,8B,D,3,3 to 4,Cyperus eragrostis,Exotic,2,29/08/2018,7,
Campaspe,Campaspe,English,8B,D,3,3 to 4,Sonchus oleraceus,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,8B,E,4,4 to 5,Arctotheca calendula,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,8B,E,4,4 to 5,Lolium rigidum,Exotic,10_50,29/08/2018,7,
Campaspe,Campaspe,English,8B,F,5,5 to 6,Hypochaeris radicata,Exotic,2,29/08/2018,7,
Campaspe,Campaspe,English,8B,F,5,5 to 6,Medicago polymorpha,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,8B,F,5,5 to 6,Sonchus oleraceus,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,8B,G,6,6 to 7,crassula helmsii,native,3,29/08/2018,7,
Campaspe,Campaspe,English,8B,G,6,6 to 7,Hypochaeris radicata,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,8B,G,6,6 to 7,Lolium rigidum,Exotic,3,29/08/2018,7,
Campaspe,Campaspe,English,9,W,-1, -1 to 0,Persicaria prostrata,native,1,29/08/2018,7,
Campaspe,Campaspe,English,9,A,0,0 to 1,Persicaria prostrata,native,10_50,29/08/2018,7,
Campaspe,Campaspe,English,9,B,1,1 to 2,Persicaria prostrata,native,100+,29/08/2018,7,
Campaspe,Campaspe,English,9,B,1,1 to 2,Lachnagrostis filiformis s.l.,native,100+,29/08/2018,7,
Campaspe,Campaspe,English,9,B,1,1 to 2,Cyperus eragrostis,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,9,C,2,2 to 3,Persicaria prostrata,native,100+,29/08/2018,7,
Campaspe,Campaspe,English,9,C,2,2 to 3,Lachnagrostis filiformis s.l.,native,10_50,29/08/2018,7,
Campaspe,Campaspe,English,9,D,3,3 to 4,Persicaria prostrata,native,100+,29/08/2018,7,
Campaspe,Campaspe,English,9,D,3,3 to 4,Poa annua,Exotic,15,29/08/2018,7,
Campaspe,Campaspe,English,9,D,3,3 to 4,Cyperus eragrostis,Exotic,10_50,29/08/2018,7,
Campaspe,Campaspe,English,9,D,3,3 to 4,Laphangium luteoalbum,native,1,29/08/2018,7,
Campaspe,Campaspe,English,9,E,4,4 to 5,Persicaria prostrata,native,20,29/08/2018,7,
Campaspe,Campaspe,English,9,E,4,4 to 5,Poa annua,Exotic,3,29/08/2018,7,
Campaspe,Campaspe,English,9,F,5,5 to 6,Lachnagrostis filiformis s.l.,native,1,29/08/2018,7,
Campaspe,Campaspe,English,9,F,5,5 to 6,Modiola caroliniana,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,9,F,5,5 to 6,Poa annua,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,9,G,6,6 to 7,Nil,NA,0,29/08/2018,7,
Campaspe,Campaspe,English,9,H,7,7 to 8,Medicago polymorpha,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,9,H,7,7 to 8,Lolium rigidum,Exotic,20,29/08/2018,7,
Campaspe,Campaspe,English,9,I,8,8 to 9,Ehrharta longiflora,Exotic,6,29/08/2018,7,
Campaspe,Campaspe,English,9,I,8,8 to 9,Lolium rigidum,Exotic,3,29/08/2018,7,
Campaspe,Campaspe,English,9,I,8,8 to 9,Lachnagrostis filiformis s.l.,native,8,29/08/2018,7,
Campaspe,Campaspe,English,9,J,9,9 to 10,Lolium rigidum,Exotic,5,29/08/2018,7,
Campaspe,Campaspe,English,9,J,9,9 to 10,Arctotheca calendula,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,9,K,10,10 to 11,Lolium rigidum,Exotic,10_50,29/08/2018,7,
Campaspe,Campaspe,English,9,K,10,10 to 11,Ehrharta longiflora,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,10,W,-1, -1 to 0,Nil,NA,0,29/08/2018,7,
Campaspe,Campaspe,English,10,A,0,0 to 1,Persicaria prostrata,native,10_50,29/08/2018,7,
Campaspe,Campaspe,English,10,A,0,0 to 1,Cyperus eragrostis,Exotic,6,29/08/2018,7,
Campaspe,Campaspe,English,10,B,1,1 to 2,Persicaria prostrata,native,50_100,29/08/2018,7,
Campaspe,Campaspe,English,10,B,1,1 to 2,Lachnagrostis filiformis s.l.,native,10_50,29/08/2018,7,
Campaspe,Campaspe,English,10,B,1,1 to 2,Laphangium luteoalbum,native,1,29/08/2018,7,
Campaspe,Campaspe,English,10,C,2,2 to 3,Persicaria prostrata,native,20,29/08/2018,7,
Campaspe,Campaspe,English,10,C,2,2 to 3,Cyperus eragrostis,Exotic,5,29/08/2018,7,
Campaspe,Campaspe,English,10,D,3,3 to 4,Persicaria prostrata,native,20,29/08/2018,7,
Campaspe,Campaspe,English,10,D,3,3 to 4,Cyperus eragrostis,Exotic,12,29/08/2018,7,
Campaspe,Campaspe,English,10,D,3,3 to 4,Lachnagrostis filiformis s.l.,native,10_50,29/08/2018,7,
Campaspe,Campaspe,English,10,D,3,3 to 4,Sonchus oleraceus,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,10,D,3,3 to 4,Ranunculus spp.,native,4,29/08/2018,7,
Campaspe,Campaspe,English,10,E,4,4 to 5,Cyperus eragrostis,Exotic,10_50,29/08/2018,7,
Campaspe,Campaspe,English,10,E,4,4 to 5,Lachnagrostis filiformis s.l.,native,10_50,29/08/2018,7,
Campaspe,Campaspe,English,10,F,5,5 to 6, - , - ,NA,29/08/2018,7,
Campaspe,Campaspe,English,10,G,6,6 to 7,Poa annua,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,English,10,G,6,6 to 7,Unidentified monocot,Unknown,20,29/08/2018,7,
Campaspe,Campaspe,English,10,G,6,6 to 7,Lolium rigidum,Exotic,5,29/08/2018,7,
Campaspe,Campaspe,English,10,H,7,7 to 8, - , - ,NA,29/08/2018,7,
Campaspe,Campaspe,English,10,I,8,8 to 9,Unidentified monocot,Unknown,50_100,29/08/2018,7,
Campaspe,Campaspe,English,10,J,9,9 to 10, - , - ,NA,29/08/2018,7,
Campaspe,Campaspe,English,10,K,10,10 to 11,Lolium rigidum,Exotic,10,29/08/2018,7,
Campaspe,Campaspe,English,10,K,10,10 to 11,Unidentified monocot,Unknown,10_50,29/08/2018,7,
Campaspe,Campaspe,English,10,L,11,11 to 12, - , - ,NA,29/08/2018,7,
Campaspe,Campaspe,English,10,M,12,12 to 13,Lolium rigidum,Exotic,5,29/08/2018,7,
Campaspe,Campaspe,English,10,O,13,13 to 14, - , - ,NA,29/08/2018,7,
Campaspe,Campaspe,English,10,P,14,14 to 15,Ehrharta longiflora,Exotic,10_50,29/08/2018,7,
Campaspe,Campaspe,English,10,Q,15,15 to 16, - , - ,NA,29/08/2018,7,
Campaspe,Campaspe,English,10,R,16,16 to 17,Nil,NA,0,29/08/2018,7,
Campaspe,Campaspe,English,10,S,17,17 to 18, - , - ,NA,29/08/2018,7,
Campaspe,Campaspe,English,10,T,18,18 to 19,Lolium rigidum,Exotic,10,29/08/2018,7,
Campaspe,Campaspe,English,10,T,18,18 to 19,Ehrharta longiflora,Exotic,5,29/08/2018,7,
Campaspe,Campaspe,English,10,U,19,19 to 20, - , - ,NA,29/08/2018,7,
Campaspe,Campaspe,English,10,V,20,20 to 21,Unidentified monocot,Unknown,10_50,29/08/2018,7,
Campaspe,Campaspe,English,10,V,20,20 to 21,Lolium rigidum,Exotic,3,29/08/2018,7,
Campaspe,Campaspe,English,10,V,20,20 to 21,Ehrharta longiflora,Exotic,5,29/08/2018,7,
Campaspe,Campaspe,Spencer,1,W,-1, -1 to 0,Epilobium billardierianum subsp. billardierianum,native,1,30/08/2018,7,
Campaspe,Campaspe,Spencer,1,A,0,0 to 1,Laphangium luteoalbum,native,1,30/08/2018,7,
Campaspe,Campaspe,Spencer,1,A,0,0 to 1,Lolium rigidum,Exotic,6,30/08/2018,7,
Campaspe,Campaspe,Spencer,1,B,1,1 to 2,Unidentified monocot,Unknown,11,30/08/2018,7,
Campaspe,Campaspe,Spencer,1,C,2,2 to 3,Unidentified monocot,Unknown,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,1,D,3,3 to 4,Unidentified monocot,Unknown,2,30/08/2018,7,
Campaspe,Campaspe,Spencer,1,E,4,4 to 5,Nil,NA,0,30/08/2018,7,
Campaspe,Campaspe,Spencer,1,F,5,5 to 6,Nil,NA,0,30/08/2018,7,
Campaspe,Campaspe,Spencer,1,G,6,6 to 7,Hypochaeris radicata,Exotic,1,30/08/2018,7,
Campaspe,Campaspe,Spencer,1,H,7,7 to 8,Nil,NA,0,30/08/2018,7,
Campaspe,Campaspe,Spencer,1,I,8,8 to 9,Lolium rigidum,Exotic,50,30/08/2018,7,
Campaspe,Campaspe,Spencer,1,I,8,8 to 9,hordeum leporinum,Exotic,50_100,30/08/2018,7,
Campaspe,Campaspe,Spencer,1,J,9,9 to 10,Lolium rigidum,Exotic,50_100,30/08/2018,7,
Campaspe,Campaspe,Spencer,1,J,9,9 to 10,hordeum leporinum,Exotic,50_100,30/08/2018,7,
Campaspe,Campaspe,Spencer,1,K,10,10 to 11,hordeum leporinum,Exotic,50_100,30/08/2018,7,
Campaspe,Campaspe,Spencer,1,K,10,10 to 11,Lolium rigidum,Exotic,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,1,L,11,11 to 12,hordeum leporinum,Exotic,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,W,-1, -1 to 0,lythrum hyssopifolia,native,3,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,W,-1, -1 to 0,Dicot,Unknown,2,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,W,-1, -1 to 0,Unidentified monocot,Unknown,8,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,W,-1, -1 to 0,Laphangium luteoalbum,native,7,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,A,0,0 to 1,lythrum hyssopifolia,native,2,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,A,0,0 to 1,Laphangium luteoalbum,native,8,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,A,0,0 to 1,Unidentified monocot,Unknown,50_100,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,A,0,0 to 1,Lachnagrostis filiformis s.l.,native,1,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,B,1,1 to 2,Unidentified monocot,Unknown,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,B,1,1 to 2,Dicot,Unknown,1,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,C,2,2 to 3,Nil,NA,0,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,D,3,3 to 4,Unidentified monocot,Unknown,1,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,E,4,4 to 5,Nil,NA,0,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,F,5,5 to 6,Nil,NA,0,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,G,6,6 to 7,bromus spp.,Exotic,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,G,6,6 to 7,rumex spp.,native,1,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,G,6,6 to 7,Sonchus oleraceus,Exotic,2,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,G,6,6 to 7,Oxalis pes-caprae,Exotic,1,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,H,7,7 to 8,Nil,NA,0,30/08/2018,7,
Campaspe,Campaspe,Spencer,2,I,8,8 to 9,Nil,NA,0,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,W,-1, -1 to 0,Nil,NA,0,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,A,0,0 to 1,Unidentified monocot,Unknown,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,A,0,0 to 1,Laphangium luteoalbum,native,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,B,1,1 to 2,Laphangium luteoalbum,native,8,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,B,1,1 to 2,Unidentified monocot,Unknown,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,C,2,2 to 3,Unidentified monocot,Unknown,50_100,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,C,2,2 to 3,Laphangium luteoalbum,native,3,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,D,3,3 to 4,Unidentified monocot,Unknown,50_100,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,D,3,3 to 4,Laphangium luteoalbum,native,2,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,E,4,4 to 5,Unidentified monocot,Unknown,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,F,5,5 to 6,Unidentified monocot,Unknown,2,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,G,6,6 to 7,Nil,NA,0,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,H,7,7 to 8,bromus spp.,Exotic,1,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,I,8,8 to 9,Nil,NA,0,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,J,9,9 to 10,bromus spp.,Exotic,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,K,10,10 to 11,bromus spp.,Exotic,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,K,10,10 to 11,Lolium rigidum,Exotic,2,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,L,11,11 to 12,bromus spp.,Exotic,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,L,11,11 to 12,Lolium rigidum,Exotic,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,L,11,11 to 12,Raphanus raphanistrum,Exotic,1,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,M,12,12 to 13,Lolium rigidum,Exotic,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,M,12,12 to 13,bromus spp.,Exotic,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,O,13,13 to 14,bromus spp.,Exotic,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,O,13,13 to 14,Lolium rigidum,Exotic,10_50,30/08/2018,7,
Campaspe,Campaspe,Spencer,3,P,14,14 to 15,bromus spp.,Exotic,3,30/08/2018,7,
Campaspe,Campaspe,Spencer,4,W,-1, -1 to 0,Nil,NA,0,30/08/2018,7,
Campaspe,Campaspe,Spencer,4,A,0,0 to 1,Nil,NA,0,30/08/2018,7,
Campaspe,Campaspe,Spencer,4,B,1,1 to 2,themeda triandra,native,2,30/08/2018,7,
Campaspe,Campaspe,Spencer,4,B,1,1 to 2,Unidentified monocot,Unknown,2,30/08/2018,7,
Campaspe,Campaspe,Spencer,4,C,2,2 to 3,Monocot grass exotic,Exotic,20,30/08/2018,7,
Campaspe,Campaspe,Spencer,4,C,2,2 to 3,rytidosperma spp.,native,1,30/08/2018,7,
Campaspe,Campaspe,Spencer,4,D,3,3 to 4,Monocot grass exotic,Exotic,5,30/08/2018,7,
Campaspe,Campaspe,Spencer,4,E,4,4 to 5,Nil,NA,0,30/08/2018,7,
Campaspe,Campaspe,Spencer,5,W,-1, -1 to 0,Nil,NA,0,29/08/2018,7,
Campaspe,Campaspe,Spencer,5,A,0,0 to 1,bromus spp.,Exotic,2,29/08/2018,7,
Campaspe,Campaspe,Spencer,5,B,1,1 to 2,bromus spp.,Exotic,6,29/08/2018,7,
Campaspe,Campaspe,Spencer,5,C,2,2 to 3,bromus spp.,Exotic,2,29/08/2018,7,
Campaspe,Campaspe,Spencer,5,D,3,3 to 4,bromus spp.,Exotic,8,29/08/2018,7,
Campaspe,Campaspe,Spencer,5,D,3,3 to 4,Lolium rigidum,Exotic,2,29/08/2018,7,
Campaspe,Campaspe,Spencer,5,E,4,4 to 5,Nil,NA,0,29/08/2018,7,
Campaspe,Campaspe,Spencer,5,F,5,5 to 6,hordeum leporinum,Exotic,2,29/08/2018,7,
Campaspe,Campaspe,Spencer,6,W,-1, -1 to 0,Nil,NA,0,29/08/2018,7,
Campaspe,Campaspe,Spencer,6,A,0,0 to 1,Nil,NA,0,29/08/2018,7,
Campaspe,Campaspe,Spencer,6,B,1,1 to 2,Nil,NA,0,29/08/2018,7,
Campaspe,Campaspe,Spencer,6,C,2,2 to 3,Sonchus oleraceus,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,Spencer,6,D,3,3 to 4,Lolium rigidum,Exotic,10,29/08/2018,7,
Campaspe,Campaspe,Spencer,6,D,3,3 to 4,Polygonum aviculare,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,Spencer,7,W,-1, -1 to 0,Nil,NA,0,29/08/2018,7,
Campaspe,Campaspe,Spencer,7,A,0,0 to 1,Nil,NA,0,29/08/2018,7,
Campaspe,Campaspe,Spencer,7,B,1,1 to 2,Nil,NA,0,29/08/2018,7,
Campaspe,Campaspe,Spencer,7,C,2,2 to 3,Sonchus oleraceus,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,Spencer,7,C,2,2 to 3,Panicum coloratum,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,Spencer,7,C,2,2 to 3,Ehrharta longiflora,Exotic,2,29/08/2018,7,
Campaspe,Campaspe,Spencer,7,D,3,3 to 4,Lolium rigidum,Exotic,2,29/08/2018,7,
Campaspe,Campaspe,Spencer,7,D,3,3 to 4,Ehrharta longiflora,Exotic,10,29/08/2018,7,
Campaspe,Campaspe,Spencer,8,W,-1, -1 to 0,Nil,NA,0,29/08/2018,7,
Campaspe,Campaspe,Spencer,8,A,0,0 to 1,Nil,NA,0,29/08/2018,7,
Campaspe,Campaspe,Spencer,8,B,1,1 to 2,Nil,NA,0,29/08/2018,7,
Campaspe,Campaspe,Spencer,8,C,2,2 to 3,Panicum coloratum,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,Spencer,8,D,3,3 to 4,Ehrharta erecta var. erecta,Exotic,7,29/08/2018,7,
Campaspe,Campaspe,Spencer,8,E,4,4 to 5,hordeum leporinum,Exotic,5,29/08/2018,7,
Campaspe,Campaspe,Spencer,9,W,-1, -1 to 0,Sonchus oleraceus,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,Spencer,9,W,-1, -1 to 0,Lolium rigidum,Exotic,3,29/08/2018,7,
Campaspe,Campaspe,Spencer,9,W,-1, -1 to 0,Lachnagrostis filiformis s.l.,native,3,29/08/2018,7,
Campaspe,Campaspe,Spencer,9,A,0,0 to 1,cirsium vulgare,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,Spencer,9,A,0,0 to 1,Lachnagrostis filiformis s.l.,native,3,29/08/2018,7,
Campaspe,Campaspe,Spencer,9,A,0,0 to 1,Lolium rigidum,Exotic,5,29/08/2018,7,
Campaspe,Campaspe,Spencer,9,A,0,0 to 1,Medicago polymorpha,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,Spencer,9,B,1,1 to 2,cirsium vulgare,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,Spencer,9,B,1,1 to 2,Sonchus oleraceus,Exotic,1,29/08/2018,7,
Campaspe,Campaspe,Spencer,9,B,1,1 to 2,Lolium rigidum,Exotic,2,29/08/2018,7,
Campaspe,Campaspe,Spencer,9,B,1,1 to 2,Lachnagrostis filiformis s.l.,native,3,29/08/2018,7,
Campaspe,Campaspe,Spencer,9,C,2,2 to 3,Lolium rigidum,Exotic,4,29/08/2018,7,
Campaspe,Campaspe,Spencer,9,D,3,3 to 4,Lolium rigidum,Exotic,10_50,29/08/2018,7,
