SYSTEM,WATERWAY,SITE,Datetime,Water_Level_m,Water_Level_m_AHD
Wimmera,Mt William,RosesGap,8/08/2017 23:00,0.602,168.32
Wimmera,Mt William,RosesGap,9/08/2017 0:00,0.598,168.31
Wimmera,Mt William,RosesGap,9/08/2017 1:00,0.592,168.31
Wimmera,Mt William,RosesGap,9/08/2017 2:00,0.573,168.29
Wimmera,Mt William,RosesGap,9/08/2017 3:00,0.567,168.28
Wimmera,Mt William,RosesGap,9/08/2017 4:00,0.556,168.27
Wimmera,Mt William,RosesGap,9/08/2017 5:00,0.55,168.27
Wimmera,Mt William,RosesGap,9/08/2017 6:00,0.54,168.26
Wimmera,Mt William,RosesGap,9/08/2017 7:00,0.531,168.25
Wimmera,Mt William,RosesGap,9/08/2017 8:00,0.526,168.24
Wimmera,Mt William,RosesGap,9/08/2017 9:00,0.519,168.24
Wimmera,Mt William,RosesGap,9/08/2017 10:00,0.51,168.23
Wimmera,Mt William,RosesGap,9/08/2017 11:00,0.504,168.22
Wimmera,Mt William,RosesGap,9/08/2017 12:00,0.492,168.21
Wimmera,Mt William,RosesGap,9/08/2017 13:00,0.488,168.2
Wimmera,Mt William,RosesGap,9/08/2017 14:00,0.483,168.2
Wimmera,Mt William,RosesGap,9/08/2017 15:00,0.472,168.19
Wimmera,Mt William,RosesGap,9/08/2017 16:00,0.47,168.19
Wimmera,Mt William,RosesGap,9/08/2017 17:00,0.463,168.18
Wimmera,Mt William,RosesGap,9/08/2017 18:00,0.452,168.17
Wimmera,Mt William,RosesGap,9/08/2017 19:00,0.445,168.16
Wimmera,Mt William,RosesGap,9/08/2017 20:00,0.441,168.16
Wimmera,Mt William,RosesGap,9/08/2017 21:00,0.435,168.15
Wimmera,Mt William,RosesGap,9/08/2017 22:00,0.431,168.15
Wimmera,Mt William,RosesGap,9/08/2017 23:00,0.421,168.14
Wimmera,Mt William,RosesGap,10/08/2017 0:00,0.418,168.13
Wimmera,Mt William,RosesGap,10/08/2017 1:00,0.409,168.13
Wimmera,Mt William,RosesGap,10/08/2017 2:00,0.403,168.12
Wimmera,Mt William,RosesGap,10/08/2017 3:00,0.399,168.12
Wimmera,Mt William,RosesGap,10/08/2017 4:00,0.389,168.11
Wimmera,Mt William,RosesGap,10/08/2017 5:00,0.384,168.1
Wimmera,Mt William,RosesGap,10/08/2017 6:00,0.381,168.1
Wimmera,Mt William,RosesGap,10/08/2017 7:00,0.371,168.09
Wimmera,Mt William,RosesGap,10/08/2017 8:00,0.368,168.08
Wimmera,Mt William,RosesGap,10/08/2017 9:00,0.36,168.08
Wimmera,Mt William,RosesGap,10/08/2017 10:00,0.35,168.07
Wimmera,Mt William,RosesGap,10/08/2017 11:00,0.347,168.06
Wimmera,Mt William,RosesGap,10/08/2017 12:00,0.343,168.06
Wimmera,Mt William,RosesGap,10/08/2017 13:00,0.34,168.06
Wimmera,Mt William,RosesGap,10/08/2017 14:00,0.33,168.05
Wimmera,Mt William,RosesGap,10/08/2017 15:00,0.327,168.04
Wimmera,Mt William,RosesGap,10/08/2017 16:00,0.326,168.04
Wimmera,Mt William,RosesGap,10/08/2017 17:00,0.321,168.04
Wimmera,Mt William,RosesGap,10/08/2017 18:00,0.311,168.03
Wimmera,Mt William,RosesGap,10/08/2017 19:00,0.308,168.02
Wimmera,Mt William,RosesGap,10/08/2017 20:00,0.304,168.02
Wimmera,Mt William,RosesGap,10/08/2017 21:00,0.299,168.02
Wimmera,Mt William,RosesGap,10/08/2017 22:00,0.296,168.01
Wimmera,Mt William,RosesGap,10/08/2017 23:00,0.296,168.01
Wimmera,Mt William,RosesGap,11/08/2017 0:00,0.288,168
Wimmera,Mt William,RosesGap,11/08/2017 1:00,0.284,168
Wimmera,Mt William,RosesGap,11/08/2017 2:00,0.278,167.99
Wimmera,Mt William,RosesGap,11/08/2017 3:00,0.277,167.99
Wimmera,Mt William,RosesGap,11/08/2017 4:00,0.273,167.99
Wimmera,Mt William,RosesGap,11/08/2017 5:00,0.269,167.99
Wimmera,Mt William,RosesGap,11/08/2017 6:00,0.263,167.98
Wimmera,Mt William,RosesGap,11/08/2017 7:00,0.257,167.97
Wimmera,Mt William,RosesGap,11/08/2017 8:00,0.253,167.97
Wimmera,Mt William,RosesGap,11/08/2017 9:00,0.25,167.97
Wimmera,Mt William,RosesGap,11/08/2017 10:00,0.245,167.96
Wimmera,Mt William,RosesGap,11/08/2017 11:00,0.241,167.96
Wimmera,Mt William,RosesGap,11/08/2017 12:00,0.239,167.96
Wimmera,Mt William,RosesGap,11/08/2017 13:00,0.241,167.96
Wimmera,Mt William,RosesGap,11/08/2017 14:00,0.243,167.96
Wimmera,Mt William,RosesGap,11/08/2017 15:00,0.241,167.96
Wimmera,Mt William,RosesGap,11/08/2017 16:00,0.237,167.95
Wimmera,Mt William,RosesGap,11/08/2017 17:00,0.236,167.95
Wimmera,Mt William,RosesGap,11/08/2017 18:00,0.234,167.95
Wimmera,Mt William,RosesGap,11/08/2017 19:00,0.232,167.95
Wimmera,Mt William,RosesGap,11/08/2017 20:00,0.228,167.94
Wimmera,Mt William,RosesGap,11/08/2017 21:00,0.228,167.94
Wimmera,Mt William,RosesGap,11/08/2017 22:00,0.225,167.94
Wimmera,Mt William,RosesGap,11/08/2017 23:00,0.219,167.94
Wimmera,Mt William,RosesGap,12/08/2017 0:00,0.221,167.94
Wimmera,Mt William,RosesGap,12/08/2017 1:00,0.219,167.94
Wimmera,Mt William,RosesGap,12/08/2017 2:00,0.212,167.93
Wimmera,Mt William,RosesGap,12/08/2017 3:00,0.209,167.93
Wimmera,Mt William,RosesGap,12/08/2017 4:00,0.211,167.93
Wimmera,Mt William,RosesGap,12/08/2017 5:00,0.209,167.93
Wimmera,Mt William,RosesGap,12/08/2017 6:00,0.206,167.92
Wimmera,Mt William,RosesGap,12/08/2017 7:00,0.205,167.92
Wimmera,Mt William,RosesGap,12/08/2017 8:00,0.209,167.93
Wimmera,Mt William,RosesGap,12/08/2017 9:00,0.213,167.93
Wimmera,Mt William,RosesGap,12/08/2017 10:00,0.208,167.92
Wimmera,Mt William,RosesGap,12/08/2017 11:00,0.208,167.92
Wimmera,Mt William,RosesGap,12/08/2017 12:00,0.21,167.93
Wimmera,Mt William,RosesGap,12/08/2017 13:00,0.208,167.92
Wimmera,Mt William,RosesGap,12/08/2017 14:00,0.209,167.93
Wimmera,Mt William,RosesGap,12/08/2017 15:00,0.209,167.93
Wimmera,Mt William,RosesGap,12/08/2017 16:00,0.209,167.93
Wimmera,Mt William,RosesGap,12/08/2017 17:00,0.21,167.93
Wimmera,Mt William,RosesGap,12/08/2017 18:00,0.209,167.93
Wimmera,Mt William,RosesGap,12/08/2017 19:00,0.21,167.93
